eval_step,episode_idx,episode_step,alignment_ratio,success
0,0,10,0.06351513415575027,False
0,0,15,0.15096065402030945,False
0,0,20,0.290759414434433,False
0,0,25,0.3233351707458496,False
0,0,30,0.12835195660591125,False
0,0,35,0.19013312458992004,False
0,0,40,0.48224014043807983,False
0,0,45,0.5361779928207397,False
0,0,50,0.495006799697876,False
0,0,55,0.47775426506996155,False
0,0,60,0.2224825769662857,False
0,0,65,0.1280583292245865,False
0,0,70,0.08773106336593628,False
0,0,75,0.05119350552558899,False
0,0,80,0.08188413828611374,False
0,0,85,0.09675532579421997,False
0,0,90,0.06348393112421036,False
0,0,95,0.06153152883052826,False
0,0,100,0.03196436166763306,False
0,0,105,0.03749450296163559,False
0,0,110,0.19242246448993683,False
0,0,115,0.12839952111244202,False
0,0,120,0.13857361674308777,False
0,0,125,0.20116831362247467,False
0,0,130,0.11807888001203537,False
0,0,135,0.1593588888645172,False
0,0,140,0.07741008698940277,False
0,0,145,0.03677625581622124,False
0,0,150,0.06646402180194855,False
0,0,155,0.09344188123941422,False
0,0,160,0.8380393385887146,False
0,0,165,0.051926665008068085,False
0,0,170,0.04832812398672104,False
0,0,175,0.08751238882541656,False
0,0,180,0.1025889441370964,False
0,0,185,0.06051112711429596,False
0,0,190,0.3953821659088135,False
0,0,195,0.33406853675842285,False
0,0,200,0.1592315286397934,False
0,0,205,0.29862433671951294,False
0,0,210,0.141830176115036,False
0,0,215,0.06822893023490906,False
0,0,220,0.07883094251155853,False
0,0,225,0.10672486573457718,False
0,0,230,0.04728218913078308,False
0,0,235,0.07248860597610474,False
0,0,240,0.04368003457784653,False
0,0,245,0.08761054277420044,False
0,0,250,0.12008239328861237,False
0,0,255,0.0925104022026062,False
0,0,260,0.09406837821006775,False
0,0,265,0.07797661423683167,False
0,0,270,0.24832317233085632,False
0,0,275,0.18244798481464386,False
0,0,280,0.05715430527925491,False
0,0,285,0.04068068042397499,False
0,0,290,0.07385271042585373,False
0,0,295,0.09917919337749481,False
0,0,300,0.18754909932613373,False
0,0,305,0.07030168175697327,False
0,0,310,0.33500778675079346,False
0,0,315,0.841191828250885,False
0,0,320,0.3467179238796234,False
0,0,325,1.299973726272583,False
0,0,330,1.436623454093933,False
0,0,335,0.2917401194572449,False
0,0,340,0.32074615359306335,False
0,0,345,0.20598004758358002,False
0,0,350,1.4303265810012817,False
0,0,355,0.38693153858184814,False
0,0,360,0.1410454362630844,False
0,0,365,0.16754570603370667,False
0,0,370,0.40629324316978455,False
0,0,375,0.3604589104652405,False
0,0,380,0.1687517613172531,False
0,0,385,0.15600216388702393,False
0,0,390,0.21429550647735596,False
0,0,395,0.10717927664518356,False
0,0,400,0.1365288943052292,False
0,0,405,0.22344906628131866,False
0,1,10,0.05381419137120247,False
0,1,15,0.1952841728925705,False
0,1,20,0.25122424960136414,False
0,1,25,0.3782687187194824,False
0,1,30,0.2582736611366272,False
0,1,35,0.12457404285669327,False
0,1,40,0.17268308997154236,False
0,1,45,0.28199484944343567,False
0,1,50,0.29515379667282104,False
0,1,55,0.2453896850347519,False
0,1,60,0.2551586627960205,False
0,1,65,0.08072343468666077,False
0,1,70,0.04389926418662071,False
0,1,75,0.13191987574100494,False
0,1,80,0.19695918262004852,False
0,1,85,0.26754987239837646,False
0,1,90,0.1298706829547882,False
0,1,95,1.7673555612564087,False
0,1,100,0.27251574397087097,False
0,1,105,0.19375307857990265,False
0,1,110,0.09098723530769348,False
0,1,115,0.1759408861398697,False
0,1,120,0.04293156415224075,False
0,1,125,0.08146156370639801,False
0,1,130,0.1661422997713089,False
0,1,135,0.17193835973739624,False
0,1,140,0.15159732103347778,False
0,1,145,0.13239222764968872,False
0,1,150,0.09847985953092575,False
0,1,155,0.0626457929611206,False
0,1,160,0.05102398991584778,False
0,1,165,0.03959540277719498,False
0,1,170,0.055928003042936325,False
0,1,175,0.08467253297567368,False
0,1,180,0.8636085391044617,False
0,1,185,0.09969432651996613,False
0,1,190,0.06771112233400345,False
0,1,195,0.07248617708683014,False
0,1,200,0.0616658478975296,False
0,1,205,0.03178265318274498,False
0,1,210,0.07807542383670807,False
0,1,215,0.1819540411233902,False
0,1,220,0.13928745687007904,False
0,1,225,0.09460645169019699,False
0,1,230,0.05379268154501915,False
0,1,235,0.16775985062122345,False
0,1,240,0.10927858203649521,False
0,1,245,0.12269174307584763,False
0,1,250,0.12053664028644562,False
0,1,255,0.122446708381176,False
0,1,260,0.8630881309509277,False
0,1,265,0.18800629675388336,False
0,1,270,0.1554071009159088,False
0,1,275,0.10516835749149323,False
0,1,280,0.04970046132802963,False
0,1,285,0.38211891055107117,False
0,1,290,0.07850529998540878,False
0,1,295,0.08331379294395447,False
0,1,300,0.3148152828216553,False
0,1,305,0.05412965267896652,False
0,1,310,0.10780112445354462,False
0,1,315,0.14737364649772644,False
0,1,320,0.047488171607255936,False
0,1,325,0.2682196795940399,False
0,1,330,0.5518749952316284,False
0,1,335,0.2010742872953415,False
0,1,340,0.04162568226456642,False
0,1,345,0.1152205541729927,False
0,1,350,0.09920638054609299,False
0,1,355,0.1932677924633026,False
0,1,360,0.08039580285549164,False
0,1,365,0.11272494494915009,False
0,1,370,0.07685332000255585,False
0,1,375,0.1833764612674713,False
0,1,380,0.28728052973747253,False
0,1,385,0.35100823640823364,False
0,1,390,0.3308086395263672,False
0,1,395,0.4161628484725952,False
0,1,400,0.3811896741390228,False
0,1,405,0.48875969648361206,False
0,2,10,0.043896980583667755,False
0,2,15,0.19515837728977203,False
0,2,20,0.26653677225112915,False
0,2,25,0.3007018566131592,False
0,2,30,0.15543745458126068,False
